Month,Day,Time,Entrances
Mar,Thursday,12:15-12:30PM,40
Mar,Thursday,12:30-12:45PM,22
Mar,Thursday,12:45-12:59PM,37
Mar,Thursday,01:00-01:15PM,22
Mar,Thursday,01:15-01:30PM,26
Mar,Thursday,01:30-01:45PM,25
Mar,Thursday,01:45-01:59PM,44
Mar,Thursday,02:00-02:15PM,45
Mar,Thursday,02:15-02:30PM,27
Mar,Thursday,02:30-02:45PM,41
Mar,Thursday,02:45-02:59PM,30
Mar,Thursday,03:00-03:15PM,41
Mar,Thursday,03:15-03:30PM,39
Mar,Thursday,03:30-03:45PM,53
Mar,Thursday,03:45-03:59PM,39
Mar,Thursday,04:00-04:15PM,45
Mar,Thursday,04:15-04:30PM,38
Mar,Thursday,04:30-04:45PM,35
Mar,Thursday,04:45-04:59PM,39
Mar,Thursday,05:00-05:15PM,52
Mar,Thursday,05:15-05:30PM,55
Mar,Thursday,05:30-05:45PM,44
Mar,Thursday,05:45-05:59PM,48
Mar,Thursday,06:00-06:15PM,41
Mar,Thursday,06:15-06:30PM,25
Mar,Thursday,06:30-06:45PM,54
Mar,Thursday,06:45-06:59PM,55
Mar,Thursday,07:00-07:15PM,49
Mar,Thursday,07:15-07:30PM,53
Mar,Thursday,07:30-07:45PM,44
Mar,Thursday,07:45-07:59PM,64
Mar,Thursday,08:00-08:15PM,41
Mar,Thursday,08:15-08:30PM,51
Mar,Thursday,08:30-08:45PM,51
Mar,Thursday,08:45-08:59PM,45
Mar,Thursday,09:00-09:15PM,48
Mar,Thursday,09:15-09:30PM,33
Mar,Thursday,09:30-09:45PM,36
Mar,Thursday,09:45-09:59PM,46
Mar,Thursday,10:00-10:15PM,32
Mar,Thursday,10:15-10:30PM,29
Mar,Thursday,10:30-10:45PM,27
Mar,Thursday,10:45-10:59PM,18
Mar,Thursday,11:00-11:15PM,13
Mar,Thursday,11:15-11:30PM,6
Mar,Thursday,11:30-11:45PM,5
Mar,Friday,05:45-05:59AM,6
Mar,Friday,06:00-06:15AM,23
Mar,Friday,06:15-06:30AM,11
Mar,Friday,06:30-06:45AM,9
Mar,Friday,06:45-06:59AM,7
Mar,Friday,07:00-07:15AM,9
Mar,Friday,07:15-07:30AM,12
Mar,Friday,07:30-07:45AM,9
Mar,Friday,07:45-07:59AM,17
Mar,Friday,08:00-08:15AM,12
Mar,Friday,08:15-08:30AM,13
Mar,Friday,08:30-08:45AM,9
Mar,Friday,08:45-08:59AM,14
Mar,Friday,09:00-09:15AM,23
Mar,Friday,09:15-09:30AM,13
Mar,Friday,09:30-09:45AM,10
Mar,Friday,09:45-09:59AM,26
Mar,Friday,10:00-10:15AM,23
Mar,Friday,10:15-10:30AM,19
Mar,Friday,10:30-10:45AM,19
Mar,Friday,10:45-10:59AM,27
Mar,Friday,11:00-11:15AM,26
Mar,Friday,11:15-11:30AM,21
Mar,Friday,11:30-11:45AM,26
Mar,Friday,11:45-11:59AM,29
Mar,Friday,12:00-12:15PM,41
Mar,Friday,12:15-12:30PM,31
Mar,Friday,12:30-12:45PM,15
Mar,Friday,12:45-12:59PM,22
Mar,Friday,01:00-01:15PM,32
Mar,Friday,01:15-01:30PM,25
Mar,Friday,01:30-01:45PM,31
Mar,Friday,01:45-01:59PM,21
Mar,Friday,02:00-02:15PM,31
Mar,Friday,02:15-02:30PM,28
Mar,Friday,02:30-02:45PM,23
Mar,Friday,02:45-02:59PM,24
Mar,Friday,03:00-03:15PM,20
Mar,Friday,03:15-03:30PM,26
Mar,Friday,03:30-03:45PM,23
Mar,Friday,03:45-03:59PM,21
Mar,Friday,04:00-04:15PM,33
Mar,Friday,04:15-04:30PM,25
Mar,Friday,04:30-04:45PM,22
Mar,Friday,04:45-04:59PM,23
Mar,Friday,05:00-05:15PM,38
Mar,Friday,05:15-05:30PM,40
Mar,Friday,05:30-05:45PM,22
Mar,Friday,05:45-05:59PM,30
Mar,Friday,06:00-06:15PM,26
Mar,Friday,06:15-06:30PM,18
Mar,Friday,06:30-06:45PM,19
Mar,Friday,06:45-06:59PM,26
Mar,Friday,07:00-07:15PM,25
Mar,Friday,07:15-07:30PM,11
Mar,Friday,07:30-07:45PM,35
Mar,Friday,07:45-07:59PM,21
Mar,Friday,08:00-08:15PM,15
Mar,Friday,08:15-08:30PM,20
Mar,Friday,08:30-08:45PM,20
Mar,Friday,08:45-08:59PM,11
Mar,Friday,09:00-09:15PM,7
Mar,Friday,09:15-09:30PM,3
Mar,Friday,09:30-09:45PM,1
Mar,Tuesday,06:00-06:15AM,8
Mar,Tuesday,06:15-06:30AM,4
Mar,Tuesday,06:30-06:45AM,3
Mar,Tuesday,06:45-06:59AM,3
Mar,Tuesday,07:00-07:15AM,2
Mar,Tuesday,07:15-07:30AM,1
Mar,Tuesday,07:30-07:45AM,6
Mar,Tuesday,07:45-07:59AM,6
Mar,Tuesday,08:00-08:15AM,8
Mar,Tuesday,08:15-08:30AM,5
Mar,Tuesday,08:30-08:45AM,5
Mar,Tuesday,08:45-08:59AM,4
Mar,Tuesday,09:00-09:15AM,5
Mar,Tuesday,09:15-09:30AM,5
Mar,Tuesday,09:30-09:45AM,2
Mar,Tuesday,09:45-09:59AM,11
Mar,Tuesday,10:00-10:15AM,10
Mar,Tuesday,10:15-10:30AM,16
Mar,Tuesday,10:30-10:45AM,10
Mar,Tuesday,10:45-10:59AM,14
Mar,Tuesday,11:00-11:15AM,24
Mar,Tuesday,11:15-11:30AM,14
Mar,Tuesday,11:30-11:45AM,5
Mar,Tuesday,11:45-11:59AM,14
Mar,Tuesday,12:00-12:15PM,30
Mar,Tuesday,12:15-12:30PM,12
Mar,Tuesday,12:30-12:45PM,15
Mar,Tuesday,12:45-12:59PM,16
Mar,Tuesday,01:00-01:15PM,13
Mar,Tuesday,01:15-01:30PM,13
Mar,Tuesday,01:30-01:45PM,13
Mar,Tuesday,01:45-01:59PM,9
Mar,Tuesday,02:00-02:15PM,16
Mar,Tuesday,02:15-02:30PM,12
Mar,Tuesday,02:30-02:45PM,9
Mar,Tuesday,02:45-02:59PM,17
Mar,Tuesday,03:00-03:15PM,13
Mar,Tuesday,03:15-03:30PM,18
Mar,Tuesday,03:30-03:45PM,24
Mar,Tuesday,03:45-03:59PM,9
Mar,Tuesday,04:00-04:15PM,16
Mar,Tuesday,04:15-04:30PM,27
Mar,Tuesday,04:30-04:45PM,22
Mar,Tuesday,04:45-04:59PM,22
Mar,Tuesday,05:00-05:15PM,21
Mar,Tuesday,05:15-05:30PM,28
Mar,Tuesday,05:30-05:45PM,15
Mar,Tuesday,05:45-05:59PM,30
Mar,Tuesday,06:00-06:15PM,14
Mar,Tuesday,06:15-06:30PM,21
Mar,Tuesday,06:30-06:45PM,26
Mar,Tuesday,06:45-06:59PM,19
Mar,Tuesday,07:00-07:15PM,26
Mar,Tuesday,07:15-07:30PM,17
Mar,Tuesday,07:30-07:45PM,15
Mar,Tuesday,07:45-07:59PM,27
Mar,Tuesday,08:00-08:15PM,15
Mar,Tuesday,08:15-08:30PM,16
Mar,Tuesday,08:30-08:45PM,20
Mar,Tuesday,08:45-08:59PM,13
Mar,Tuesday,09:00-09:15PM,7
Mar,Tuesday,09:15-09:30PM,3
Mar,Tuesday,09:30-09:45PM,3
Mar,Wednesday,05:45-05:59AM,4
Mar,Wednesday,06:00-06:15AM,14
Mar,Wednesday,06:15-06:30AM,5
Mar,Wednesday,06:45-06:59AM,2
Mar,Wednesday,07:00-07:15AM,4
Mar,Wednesday,07:15-07:30AM,2
Mar,Wednesday,07:30-07:45AM,6
Mar,Wednesday,08:00-08:15AM,2
Mar,Wednesday,08:15-08:30AM,3
Mar,Wednesday,08:30-08:45AM,6
Mar,Wednesday,08:45-08:59AM,3
Mar,Wednesday,09:00-09:15AM,4
Mar,Wednesday,09:15-09:30AM,12
Mar,Wednesday,09:30-09:45AM,7
Mar,Wednesday,09:45-09:59AM,7
Mar,Wednesday,10:00-10:15AM,6
Mar,Wednesday,10:15-10:30AM,6
Mar,Wednesday,10:30-10:45AM,10
Mar,Wednesday,10:45-10:59AM,15
Mar,Wednesday,11:00-11:15AM,10
Mar,Wednesday,11:15-11:30AM,16
Mar,Wednesday,11:30-11:45AM,6
Mar,Wednesday,11:45-11:59AM,12
Mar,Wednesday,12:00-12:15PM,20
Mar,Wednesday,12:15-12:30PM,13
Mar,Wednesday,12:30-12:45PM,18
Mar,Wednesday,12:45-12:59PM,11
Mar,Wednesday,01:00-01:15PM,8
Mar,Wednesday,01:15-01:30PM,16
Mar,Wednesday,01:30-01:45PM,9
Mar,Wednesday,01:45-01:59PM,8
Mar,Wednesday,02:00-02:15PM,15
Mar,Wednesday,02:15-02:30PM,15
Mar,Wednesday,02:30-02:45PM,8
Mar,Wednesday,02:45-02:59PM,5
Mar,Wednesday,03:00-03:15PM,14
Mar,Wednesday,03:15-03:30PM,11
Mar,Wednesday,03:30-03:45PM,9
Mar,Wednesday,03:45-03:59PM,4
Mar,Wednesday,04:00-04:15PM,14
Mar,Wednesday,04:15-04:30PM,19
Mar,Wednesday,04:30-04:45PM,16
Mar,Wednesday,04:45-04:59PM,23
Mar,Wednesday,05:00-05:15PM,27
Mar,Wednesday,05:15-05:30PM,31
Mar,Wednesday,05:30-05:45PM,23
Mar,Wednesday,05:45-05:59PM,18
Mar,Wednesday,06:00-06:15PM,12
Mar,Wednesday,06:15-06:30PM,16
Mar,Wednesday,06:30-06:45PM,29
Mar,Wednesday,06:45-06:59PM,16
Mar,Wednesday,07:00-07:15PM,21
Mar,Wednesday,07:15-07:30PM,14
Mar,Wednesday,07:30-07:45PM,17
Mar,Wednesday,07:45-07:59PM,23
Mar,Wednesday,08:00-08:15PM,22
Mar,Wednesday,08:15-08:30PM,16
Mar,Wednesday,08:30-08:45PM,8
Mar,Wednesday,08:45-08:59PM,17
Mar,Wednesday,09:00-09:15PM,14
Mar,Wednesday,09:15-09:30PM,8
Mar,Wednesday,09:30-09:45PM,1
Mar,Thursday,06:00-06:15AM,10
Mar,Thursday,06:15-06:30AM,4
Mar,Thursday,06:30-06:45AM,2
Mar,Thursday,06:45-06:59AM,5
Mar,Thursday,07:00-07:15AM,3
Mar,Thursday,07:15-07:30AM,2
Mar,Thursday,07:30-07:45AM,7
Mar,Thursday,07:45-07:59AM,4
Mar,Thursday,08:00-08:15AM,5
Mar,Thursday,08:15-08:30AM,4
Mar,Thursday,08:30-08:45AM,1
Mar,Thursday,08:45-08:59AM,5
Mar,Thursday,09:00-09:15AM,6
Mar,Thursday,09:15-09:30AM,3
Mar,Thursday,09:30-09:45AM,2
Mar,Thursday,09:45-09:59AM,8
Mar,Thursday,10:00-10:15AM,8
Mar,Thursday,10:15-10:30AM,8
Mar,Thursday,10:30-10:45AM,9
Mar,Thursday,10:45-10:59AM,7
Mar,Thursday,11:00-11:15AM,13
Mar,Thursday,11:15-11:30AM,3
Mar,Thursday,11:30-11:45AM,6
Mar,Thursday,11:45-11:59AM,18
Mar,Thursday,12:00-12:15PM,19
Mar,Thursday,12:15-12:30PM,8
Mar,Thursday,12:30-12:45PM,8
Mar,Thursday,12:45-12:59PM,7
Mar,Thursday,01:00-01:15PM,13
Mar,Thursday,01:15-01:30PM,9
Mar,Thursday,01:30-01:45PM,13
Mar,Thursday,01:45-01:59PM,17
Mar,Thursday,02:00-02:15PM,16
Mar,Thursday,02:15-02:30PM,12
Mar,Thursday,02:30-02:45PM,10
Mar,Thursday,02:45-02:59PM,11
Mar,Thursday,03:00-03:15PM,14
Mar,Thursday,03:15-03:30PM,13
Mar,Thursday,03:30-03:45PM,19
Mar,Thursday,03:45-03:59PM,8
Mar,Thursday,04:00-04:15PM,23
Mar,Thursday,04:15-04:30PM,16
Mar,Thursday,04:30-04:45PM,11
Mar,Thursday,04:45-04:59PM,11
Mar,Thursday,05:00-05:15PM,30
Mar,Thursday,05:15-05:30PM,25
Mar,Thursday,05:30-05:45PM,17
Mar,Thursday,05:45-05:59PM,24
Mar,Thursday,06:00-06:15PM,18
Mar,Thursday,06:15-06:30PM,11
Mar,Thursday,06:30-06:45PM,20
Mar,Thursday,06:45-06:59PM,14
Mar,Thursday,07:00-07:15PM,21
Mar,Thursday,07:15-07:30PM,14
Mar,Thursday,07:30-07:45PM,10
Mar,Thursday,07:45-07:59PM,14
Mar,Thursday,08:00-08:15PM,21
Mar,Thursday,08:15-08:30PM,13
Mar,Thursday,08:30-08:45PM,14
Mar,Thursday,08:45-08:59PM,20
Mar,Thursday,09:00-09:15PM,5
Mar,Thursday,09:15-09:30PM,4
Mar,Friday,06:00-06:15AM,8
Mar,Friday,06:15-06:30AM,2
Mar,Friday,06:30-06:45AM,3
Mar,Friday,06:45-06:59AM,9
Mar,Friday,07:00-07:15AM,1
Mar,Friday,07:15-07:30AM,6
Mar,Friday,07:30-07:45AM,4
Mar,Friday,08:00-08:15AM,4
Mar,Friday,08:15-08:30AM,6
Mar,Friday,08:30-08:45AM,4
Mar,Friday,08:45-08:59AM,6
Mar,Friday,09:15-09:30AM,8
Mar,Friday,09:30-09:45AM,4
Mar,Friday,09:45-09:59AM,6
Mar,Friday,10:00-10:15AM,6
Mar,Friday,10:15-10:30AM,8
Mar,Friday,10:30-10:45AM,7
Mar,Friday,10:45-10:59AM,13
Mar,Friday,11:00-11:15AM,9
Mar,Friday,11:15-11:30AM,11
Mar,Friday,11:30-11:45AM,8
Mar,Friday,11:45-11:59AM,19
Mar,Friday,12:00-12:15PM,16
Mar,Friday,12:15-12:30PM,12
Mar,Friday,12:30-12:45PM,7
Mar,Friday,12:45-12:59PM,16
Mar,Friday,01:00-01:15PM,15
Mar,Friday,01:15-01:30PM,15
Mar,Friday,01:30-01:45PM,14
Mar,Friday,01:45-01:59PM,11
Mar,Friday,02:00-02:15PM,9
Mar,Friday,02:15-02:30PM,11
Mar,Friday,02:30-02:45PM,15
Mar,Friday,02:45-02:59PM,13
Mar,Friday,03:00-03:15PM,15
Mar,Friday,03:15-03:30PM,6
Mar,Friday,03:30-03:45PM,14
Mar,Friday,03:45-03:59PM,13
Mar,Friday,04:00-04:15PM,21
Mar,Friday,04:15-04:30PM,15
Mar,Friday,04:30-04:45PM,9
Mar,Friday,04:45-04:59PM,15
Mar,Friday,05:00-05:15PM,24
Mar,Friday,05:15-05:30PM,25
Mar,Friday,05:30-05:45PM,19
Mar,Friday,05:45-05:59PM,21
Mar,Friday,06:00-06:15PM,15
Mar,Friday,06:15-06:30PM,27
Mar,Friday,06:30-06:45PM,16
Mar,Friday,06:45-06:59PM,21
Mar,Friday,07:00-07:15PM,10
Mar,Friday,07:15-07:30PM,11
Mar,Friday,07:30-07:45PM,5
Mar,Friday,07:45-07:59PM,1
Mar,Saturday,10:00-10:15AM,22
Mar,Saturday,10:15-10:30AM,9
Mar,Saturday,10:30-10:45AM,9
Mar,Saturday,10:45-10:59AM,8
Mar,Saturday,11:00-11:15AM,5
Mar,Saturday,11:15-11:30AM,14
Mar,Saturday,11:30-11:45AM,3
Mar,Saturday,11:45-11:59AM,7
Mar,Saturday,12:00-12:15PM,7
Mar,Saturday,12:15-12:30PM,13
Mar,Saturday,12:30-12:45PM,11
Mar,Saturday,12:45-12:59PM,10
Mar,Saturday,01:00-01:15PM,9
Mar,Saturday,01:15-01:30PM,28
Mar,Saturday,01:30-01:45PM,15
Mar,Saturday,01:45-01:59PM,15
Mar,Saturday,02:00-02:15PM,17
Mar,Saturday,02:15-02:30PM,20
Mar,Saturday,02:30-02:45PM,14
Mar,Saturday,02:45-02:59PM,11
Mar,Saturday,03:00-03:15PM,21
Mar,Saturday,03:15-03:30PM,16
Mar,Saturday,03:30-03:45PM,13
Mar,Saturday,03:45-03:59PM,4
Mar,Saturday,04:00-04:15PM,11
Mar,Saturday,04:15-04:30PM,14
Mar,Saturday,04:30-04:45PM,11
Mar,Saturday,04:45-04:59PM,12
Mar,Saturday,05:00-05:15PM,17
Mar,Saturday,05:15-05:30PM,20
Mar,Saturday,05:30-05:45PM,20
Mar,Saturday,05:45-05:59PM,10
Mar,Saturday,06:00-06:15PM,14
Mar,Saturday,06:15-06:30PM,7
Mar,Saturday,06:30-06:45PM,5
Mar,Sunday,12:00-12:15PM,43
Mar,Sunday,12:15-12:30PM,26
Mar,Sunday,12:30-12:45PM,20
Mar,Sunday,12:45-12:59PM,8
Mar,Sunday,01:00-01:15PM,15
Mar,Sunday,01:15-01:30PM,10
Mar,Sunday,01:30-01:45PM,19
Mar,Sunday,01:45-01:59PM,21
Mar,Sunday,02:00-02:15PM,19
Mar,Sunday,02:15-02:30PM,16
Mar,Sunday,02:30-02:45PM,12
Mar,Sunday,02:45-02:59PM,5
Mar,Sunday,03:00-03:15PM,9
Mar,Sunday,03:15-03:30PM,14
Mar,Sunday,03:30-03:45PM,15
Mar,Sunday,03:45-03:59PM,16
Mar,Sunday,04:00-04:15PM,16
Mar,Sunday,04:15-04:30PM,25
Mar,Sunday,04:30-04:45PM,33
Mar,Sunday,04:45-04:59PM,26
Mar,Sunday,05:00-05:15PM,25
Mar,Sunday,05:15-05:30PM,21
Mar,Sunday,05:30-05:45PM,39
Mar,Sunday,05:45-05:59PM,14
Mar,Sunday,06:00-06:15PM,26
Mar,Sunday,06:15-06:30PM,30
Mar,Sunday,06:30-06:45PM,28
Mar,Sunday,06:45-06:59PM,37
Mar,Sunday,07:00-07:15PM,27
Mar,Sunday,07:15-07:30PM,23
Mar,Sunday,07:30-07:45PM,35
Mar,Sunday,07:45-07:59PM,27
Mar,Sunday,08:00-08:15PM,41
Mar,Sunday,08:15-08:30PM,43
Mar,Sunday,08:30-08:45PM,27
Mar,Sunday,08:45-08:59PM,30
Mar,Sunday,09:00-09:15PM,38
Mar,Sunday,09:15-09:30PM,28
Mar,Sunday,09:30-09:45PM,24
Mar,Sunday,09:45-09:59PM,22
Mar,Sunday,10:00-10:15PM,19
Mar,Sunday,10:15-10:30PM,12
Mar,Sunday,10:30-10:45PM,21
Mar,Sunday,10:45-10:59PM,15
Mar,Sunday,11:00-11:15PM,7
Mar,Sunday,11:15-11:30PM,6
Mar,Monday,05:45-05:59AM,17
Mar,Monday,06:00-06:15AM,54
Mar,Monday,06:15-06:30AM,12
Mar,Monday,06:30-06:45AM,15
Mar,Monday,06:45-06:59AM,18
Mar,Monday,07:00-07:15AM,16
Mar,Monday,07:15-07:30AM,19
Mar,Monday,07:30-07:45AM,13
Mar,Monday,07:45-07:59AM,15
Mar,Monday,08:00-08:15AM,24
Mar,Monday,08:15-08:30AM,18
Mar,Monday,08:30-08:45AM,17
Mar,Monday,08:45-08:59AM,14
Mar,Monday,09:00-09:15AM,22
Mar,Monday,09:15-09:30AM,17
Mar,Monday,09:30-09:45AM,22
Mar,Monday,09:45-09:59AM,30
Mar,Monday,10:00-10:15AM,25
Mar,Monday,10:15-10:30AM,19
Mar,Monday,10:30-10:45AM,19
Mar,Monday,10:45-10:59AM,33
Mar,Monday,11:00-11:15AM,41
Mar,Monday,11:15-11:30AM,40
Mar,Monday,11:30-11:45AM,18
Mar,Monday,11:45-11:59AM,47
Mar,Monday,12:00-12:15PM,68
Mar,Monday,12:15-12:30PM,28
Mar,Monday,12:30-12:45PM,40
Mar,Monday,12:45-12:59PM,45
Mar,Monday,01:00-01:15PM,43
Mar,Monday,01:15-01:30PM,46
Mar,Monday,01:30-01:45PM,41
Mar,Monday,01:45-01:59PM,55
Mar,Monday,02:00-02:15PM,68
Mar,Monday,02:15-02:30PM,33
Mar,Monday,02:30-02:45PM,41
Mar,Monday,02:45-02:59PM,46
Mar,Monday,03:00-03:15PM,38
Mar,Monday,03:15-03:30PM,63
Mar,Monday,03:30-03:45PM,63
Mar,Monday,03:45-03:59PM,37
Mar,Monday,04:00-04:15PM,80
Mar,Monday,04:15-04:30PM,39
Mar,Monday,04:30-04:45PM,49
Mar,Monday,04:45-04:59PM,55
Mar,Monday,05:00-05:15PM,73
Mar,Monday,05:15-05:30PM,73
Mar,Monday,05:30-05:45PM,46
Mar,Monday,05:45-05:59PM,54
Mar,Monday,06:00-06:15PM,58
Mar,Monday,06:15-06:30PM,64
Mar,Monday,06:30-06:45PM,78
Mar,Monday,06:45-06:59PM,49
Mar,Monday,07:00-07:15PM,76
Mar,Monday,07:15-07:30PM,57
Mar,Monday,07:30-07:45PM,63
Mar,Monday,07:45-07:59PM,66
Mar,Monday,08:00-08:15PM,88
Mar,Monday,08:15-08:30PM,79
Mar,Monday,08:30-08:45PM,70
Mar,Monday,08:45-08:59PM,60
Mar,Monday,09:00-09:15PM,69
Mar,Monday,09:15-09:30PM,87
Mar,Monday,09:30-09:45PM,61
Mar,Monday,09:45-09:59PM,57
Mar,Monday,10:00-10:15PM,45
Mar,Monday,10:15-10:30PM,39
Mar,Monday,10:30-10:45PM,32
Mar,Monday,10:45-10:59PM,32
Mar,Monday,11:00-11:15PM,16
Mar,Monday,11:15-11:30PM,10
Mar,Monday,11:30-11:45PM,2
Mar,Tuesday,06:00-06:15AM,48
Mar,Tuesday,06:15-06:30AM,31
Mar,Tuesday,06:30-06:45AM,11
Mar,Tuesday,06:45-06:59AM,19
Mar,Tuesday,07:00-07:15AM,23
Mar,Tuesday,07:15-07:30AM,22
Mar,Tuesday,07:30-07:45AM,15
Mar,Tuesday,07:45-07:59AM,19
Mar,Tuesday,08:00-08:15AM,29
Mar,Tuesday,08:15-08:30AM,20
Mar,Tuesday,08:30-08:45AM,16
Mar,Tuesday,08:45-08:59AM,20
Mar,Tuesday,09:00-09:15AM,33
Mar,Tuesday,09:15-09:30AM,36
Mar,Tuesday,09:30-09:45AM,28
Mar,Tuesday,09:45-09:59AM,17
Mar,Tuesday,10:00-10:15AM,21
Mar,Tuesday,10:15-10:30AM,22
Mar,Tuesday,10:30-10:45AM,32
Mar,Tuesday,10:45-10:59AM,60
Mar,Tuesday,11:00-11:15AM,50
Mar,Tuesday,11:15-11:30AM,33
Mar,Tuesday,11:30-11:45AM,33
Mar,Tuesday,11:45-11:59AM,28
Mar,Tuesday,12:00-12:15PM,57
Mar,Tuesday,12:15-12:30PM,57
Mar,Tuesday,12:30-12:45PM,31
Mar,Tuesday,12:45-12:59PM,30
Mar,Tuesday,01:00-01:15PM,16
Mar,Tuesday,01:15-01:30PM,19
Mar,Tuesday,01:30-01:45PM,31
Mar,Tuesday,01:45-01:59PM,52
Mar,Tuesday,02:00-02:15PM,67
Mar,Tuesday,02:15-02:30PM,46
Mar,Tuesday,02:30-02:45PM,34
Mar,Tuesday,02:45-02:59PM,31
Mar,Tuesday,03:00-03:15PM,42
Mar,Tuesday,03:15-03:30PM,53
Mar,Tuesday,03:30-03:45PM,71
Mar,Tuesday,03:45-03:59PM,46
Mar,Tuesday,04:00-04:15PM,62
Mar,Tuesday,04:15-04:30PM,43
Mar,Tuesday,04:30-04:45PM,38
Mar,Tuesday,04:45-04:59PM,61
Mar,Tuesday,05:00-05:15PM,84
Mar,Tuesday,05:15-05:30PM,74
Mar,Tuesday,05:30-05:45PM,77
Mar,Tuesday,05:45-05:59PM,62
Mar,Tuesday,06:00-06:15PM,57
Mar,Tuesday,06:15-06:30PM,64
Mar,Tuesday,06:30-06:45PM,61
Mar,Tuesday,06:45-06:59PM,101
Mar,Tuesday,07:00-07:15PM,53
Mar,Tuesday,07:15-07:30PM,65
Mar,Tuesday,07:30-07:45PM,76
Mar,Tuesday,07:45-07:59PM,82
Mar,Tuesday,08:00-08:15PM,79
Mar,Tuesday,08:15-08:30PM,64
Mar,Tuesday,08:30-08:45PM,54
Mar,Tuesday,08:45-08:59PM,63
Mar,Tuesday,09:00-09:15PM,65
Mar,Tuesday,09:15-09:30PM,57
Mar,Tuesday,09:30-09:45PM,70
Mar,Tuesday,09:45-09:59PM,53
Mar,Tuesday,10:00-10:15PM,48
Mar,Tuesday,10:15-10:30PM,45
Mar,Tuesday,10:30-10:45PM,63
Mar,Tuesday,10:45-10:59PM,36
Mar,Tuesday,11:00-11:15PM,19
Mar,Tuesday,11:15-11:30PM,15
Mar,Tuesday,11:30-11:45PM,1
Mar,Wednesday,06:00-06:15AM,51
Mar,Wednesday,06:15-06:30AM,19
Mar,Wednesday,06:30-06:45AM,25
Mar,Wednesday,06:45-06:59AM,13
Mar,Wednesday,07:00-07:15AM,10
Mar,Wednesday,07:15-07:30AM,16
Mar,Wednesday,07:30-07:45AM,18
Mar,Wednesday,07:45-07:59AM,18
Mar,Wednesday,08:00-08:15AM,18
Mar,Wednesday,08:15-08:30AM,10
Mar,Wednesday,10:15-10:30AM,9
Mar,Wednesday,10:30-10:45AM,18
Mar,Wednesday,10:45-10:59AM,40
Mar,Wednesday,11:00-11:15AM,49
Mar,Wednesday,11:15-11:30AM,30
Mar,Wednesday,11:30-11:45AM,22
Mar,Wednesday,11:45-11:59AM,43
Mar,Wednesday,12:00-12:15PM,76
Mar,Wednesday,12:15-12:30PM,46
Mar,Wednesday,12:30-12:45PM,33
Mar,Wednesday,12:45-12:59PM,33
Mar,Wednesday,01:00-01:15PM,50
Mar,Wednesday,01:15-01:30PM,34
Mar,Wednesday,01:30-01:45PM,29
Mar,Wednesday,01:45-01:59PM,35
Mar,Wednesday,02:00-02:15PM,47
Mar,Wednesday,02:15-02:30PM,35
Mar,Wednesday,02:30-02:45PM,37
Mar,Wednesday,02:45-02:59PM,44
Mar,Wednesday,03:00-03:15PM,41
Mar,Wednesday,03:15-03:30PM,60
Mar,Wednesday,03:30-03:45PM,41
Mar,Wednesday,03:45-03:59PM,54
Mar,Wednesday,04:00-04:15PM,44
Mar,Wednesday,04:15-04:30PM,48
Mar,Wednesday,04:30-04:45PM,67
Mar,Wednesday,04:45-04:59PM,53
Mar,Wednesday,05:00-05:15PM,79
Mar,Wednesday,05:15-05:30PM,69
Mar,Wednesday,05:30-05:45PM,63
Mar,Wednesday,05:45-05:59PM,75
Mar,Wednesday,06:00-06:15PM,58
Mar,Wednesday,06:15-06:30PM,66
Mar,Wednesday,06:30-06:45PM,84
Mar,Wednesday,06:45-06:59PM,66
Mar,Wednesday,07:00-07:15PM,67
Mar,Wednesday,07:15-07:30PM,42
Mar,Wednesday,07:30-07:45PM,49
Mar,Wednesday,07:45-07:59PM,77
Mar,Wednesday,08:00-08:15PM,88
Mar,Wednesday,08:15-08:30PM,68
Mar,Wednesday,08:30-08:45PM,73
Mar,Wednesday,08:45-08:59PM,48
Mar,Wednesday,09:00-09:15PM,72
Mar,Wednesday,09:15-09:30PM,54
Mar,Wednesday,09:30-09:45PM,62
Mar,Wednesday,09:45-09:59PM,36
Mar,Wednesday,10:00-10:15PM,50
Mar,Wednesday,10:15-10:30PM,55
Mar,Wednesday,10:30-10:45PM,28
Mar,Wednesday,10:45-10:59PM,36
Mar,Wednesday,11:00-11:15PM,13
Mar,Wednesday,11:15-11:30PM,11
Mar,Wednesday,11:30-11:45PM,3
Mar,Thursday,05:45-05:59AM,4
Mar,Thursday,06:00-06:15AM,32
Mar,Thursday,06:15-06:30AM,14
Mar,Thursday,06:30-06:45AM,10
Mar,Thursday,06:45-06:59AM,8
Mar,Thursday,07:00-07:15AM,20
Mar,Thursday,07:15-07:30AM,9
Mar,Thursday,07:30-07:45AM,16
Mar,Thursday,07:45-07:59AM,10
Mar,Thursday,08:00-08:15AM,24
Mar,Thursday,08:15-08:30AM,25
Mar,Thursday,08:30-08:45AM,13
Mar,Thursday,08:45-08:59AM,18
Mar,Thursday,09:00-09:15AM,19
Mar,Thursday,09:15-09:30AM,27
Mar,Thursday,09:30-09:45AM,22
Mar,Thursday,09:45-09:59AM,19
Mar,Thursday,10:00-10:15AM,23
Mar,Thursday,10:15-10:30AM,18
Mar,Thursday,10:30-10:45AM,23
Mar,Thursday,10:45-10:59AM,57
Mar,Thursday,11:00-11:15AM,42
Mar,Thursday,11:15-11:30AM,28
